number,state,values,datetime_start,datetime_complete,duration,param_gamma,param_theta,param_m0,param_beta_prime,attr_gating_status,attr_softgate_score,attr_softgate_info.Sat,attr_softgate_info.Drift,attr_softgate_info.LagRatio,attr_softgate_info.THD,attr_softgate_info.z_sat,attr_softgate_info.z_drift,attr_softgate_info.z_lag,attr_softgate_info.z_thd,attr_CQ,attr_GR,attr_KR,attr_MC
158,COMPLETE,"[-5.0, -5.0]",2025-09-04T20:41:41.282619,2025-09-04T20:41:41.960224,0.677605,0.5703156086410808,0.3193884991518179,0.0020647448140748434,50.0,penalized,0.3502479485224501,0.533,0.2528082059101996,1.488,2.294751522914494,0.46699999999999997,0.7471917940898004,0.0,0.0,,,,
159,COMPLETE,"[3.0, 5.167332890871789]",2025-09-04T20:41:41.971234,2025-09-04T20:49:44.874149,482.902915,0.03963322417286541,0.5313899781912186,0.00914848305656962,50.0,passed,0.7023279171819696,0.194,0.03267118294346109,0.072,0.37441714832866024,0.806,0.967328817056539,0.36,0.5319785645891747,3.0,2.0,5.0,5.167332890871789
160,COMPLETE,"[5.0, 3.924607485055375]",2025-09-04T20:49:44.885159,2025-09-04T20:57:47.164303,482.279144,0.02712001196199898,0.5579449825129759,0.04617849964842498,50.0,passed,0.6707738657120269,0.293,0.030801236790378307,0.028,0.18790330036151395,0.7070000000000001,0.9691987632096217,0.14,0.7651208745481075,5.0,1.0,6.0,3.924607485055375
161,COMPLETE,"[12.0, 4.674165728982802]",2025-09-04T20:57:47.175313,2025-09-04T21:05:48.940016,481.764703,0.054491652422439966,0.152049361907205,0.09280597684120843,50.0,passed,0.5731447665229756,0.52,0.04179334958639353,0.04,0.2976275843217039,0.48,0.9582066504136064,0.20000000000000007,0.6279655195978702,12.0,3.0,15.0,4.674165728982802
162,COMPLETE,"[6.0, 3.514582438801966]",2025-09-04T21:05:48.952026,2025-09-04T21:13:50.696118,481.744092,0.023682841312769033,0.16888521590617497,0.0842725753143242,50.0,passed,0.606788692922327,0.443,0.011659524428072266,0.0,0.1409857038826198,0.5569999999999999,0.9883404755719277,0.0,0.8237678701467253,6.0,1.0,7.0,3.514582438801966
163,COMPLETE,"[-5.0, -5.0]",2025-09-04T21:13:50.708129,2025-09-04T21:13:51.386735,0.678606,0.7919111383877762,0.2575185373304756,0.0842725753143242,50.0,penalized,0.2720710156409358,0.805,0.18471593743625686,2.108,8.019802062249413,0.19499999999999995,0.8152840625637432,0.0,0.0,,,,
164,COMPLETE,"[-5.0, -5.0]",2025-09-04T21:13:51.398745,2025-09-04T21:13:52.069345,0.6706,0.6866421428081959,0.4798027954868239,0.04491383756544882,50.0,penalized,0.28615908771287196,0.766,0.1829636491485121,2.384,7.50279250128875,0.23399999999999999,0.817036350851488,0.0,0.0,,,,
165,COMPLETE,"[19.0, 1.779773219483017]",2025-09-04T21:13:52.080354,2025-09-04T21:21:54.095321,482.014967,0.07897467170455848,0.4083943472670089,0.074426843336727,50.0,passed,0.6306222448738531,0.339,0.04627582307012637,0.116,0.6206351974344616,0.661,0.9537241769298737,0.5800000000000001,0.22420600320692308,19.0,8.0,27.0,1.779773219483017
166,COMPLETE,"[-5.0, -5.0]",2025-09-04T21:21:54.106332,2025-09-04T21:21:54.770926,0.664594,0.7347243354403471,0.42969033997443845,0.08869983032196779,50.0,penalized,0.2690529664709311,0.836,0.15338813411627578,2.116,12.091008973104536,0.16400000000000003,0.8466118658837243,0.0,0.0,,,,
167,COMPLETE,"[5.0, 4.049883977848431]",2025-09-04T21:21:54.782936,2025-09-04T21:29:56.312813,481.529877,0.023682841312769033,0.022361187153156225,0.034430780467640275,50.0,passed,0.7419577144745616,0.287,0.0796314893427111,0.108,0.18273765275904252,0.7130000000000001,0.9203685106572889,0.54,0.7715779340511968,5.0,1.0,6.0,4.049883977848431
168,COMPLETE,"[3.0, 5.042605844031428]",2025-09-04T21:29:56.322822,2025-09-04T21:37:57.909386,481.586564,0.02712001196199898,0.22613526205149329,0.014884133490903458,50.0,passed,0.6909665123757313,0.206,0.02593698464055162,0.024,0.21779696585652342,0.794,0.9740630153594484,0.12,0.7277537926793458,3.0,1.0,4.0,5.042605844031428
169,COMPLETE,"[5.0, 4.207938292710919]",2025-09-04T21:37:57.920397,2025-09-04T21:45:59.260913,481.340516,0.023682841312769033,0.022361187153156225,0.021411799313123987,50.0,passed,0.7434250629100236,0.279,0.08038060056121092,0.108,0.18731914779869469,0.721,0.9196193994387891,0.54,0.7658510652516317,5.0,1.0,6.0,4.207938292710919
170,COMPLETE,"[-5.0, -5.0]",2025-09-04T21:45:59.271923,2025-09-04T21:45:59.962541,0.690618,0.373455805497853,0.3341745433145486,0.08721827436586217,50.0,penalized,0.26228700393420173,0.839,0.17625198426319316,2.092,9.050588743953869,0.16100000000000003,0.8237480157368069,0.0,0.0,,,,
171,COMPLETE,"[5.0, 4.023833237517887]",2025-09-04T21:45:59.973550,2025-09-04T21:54:01.385326,481.411776,0.02712001196199898,0.5231786370070981,0.044231120059933064,50.0,passed,0.6727403103990146,0.286,0.030576517609245037,0.028,0.19006224079469639,0.714,0.9694234823907549,0.14,0.7624221990066296,5.0,1.0,6.0,4.023833237517887
172,COMPLETE,"[8.0, 4.9499034687376655]",2025-09-04T21:54:01.396335,2025-09-04T22:02:02.643648,481.247313,0.03963322417286541,0.2575185373304756,0.067722154015908,50.0,passed,0.6226849117437779,0.418,0.03748359795809156,0.04,0.2465767550667972,0.5820000000000001,0.9625164020419085,0.20000000000000007,0.6917790561665036,8.0,1.0,9.0,4.9499034687376655
173,COMPLETE,"[4.0, 2.4101514143037965]",2025-09-04T22:02:02.656660,2025-09-04T22:10:04.035709,481.379049,0.008349395039725316,0.12353705159692778,0.06794593232560361,50.0,passed,0.6591190288027053,0.359,0.012025496464545008,0.008,0.08089838832463364,0.641,0.987974503535455,0.040000000000000036,0.898877014594208,4.0,1.0,5.0,2.4101514143037965
174,COMPLETE,"[-5.0, -5.0]",2025-09-04T22:10:04.047720,2025-09-04T22:10:04.763359,0.715639,0.0929238349196842,0.2575185373304756,0.07529587011880073,50.0,penalized,0.5964994642413599,0.386,0.017602143034560452,0.136,0.8848532842399639,0.614,0.9823978569654396,0.6799999999999999,0.0,,,,
175,COMPLETE,"[6.0, 4.708435546150318]",2025-09-04T22:10:04.776370,2025-09-04T22:18:06.569731,481.793361,0.03341272604298915,0.023803272667420092,0.008500852674705107,50.0,passed,0.7331285070280683,0.252,0.07041832083601399,0.096,0.22826765105171243,0.748,0.929581679163986,0.48,0.7146654361853595,6.0,1.0,7.0,4.708435546150318
176,COMPLETE,"[9.0, 3.1037690244522635]",2025-09-04T22:18:06.580741,2025-09-04T22:26:08.266596,481.685855,0.039355550798491824,0.5121278912409327,0.08721827436586217,50.0,passed,0.6036011424895104,0.486,0.04032388841058359,0.04,0.22487154163137518,0.514,0.9596761115894165,0.20000000000000007,0.718910572960781,9.0,1.0,10.0,3.1037690244522635
177,COMPLETE,"[-5.0, -5.0]",2025-09-04T22:26:08.277605,2025-09-04T22:26:08.954209,0.676604,0.3808795816173236,0.44502273979491697,0.009045629423796421,50.0,penalized,0.34246416485942577,0.565,0.23914334056229702,1.496,3.1117924417136127,0.43500000000000005,0.760856659437703,0.0,0.0,,,,
178,COMPLETE,"[5.0, 2.6456611938224333]",2025-09-04T22:26:08.965219,2025-09-04T22:34:10.449653,481.484434,0.023682841312769033,0.015104757319927775,0.0842725753143242,50.0,passed,0.7421953187807396,0.371,0.10222330308831716,0.136,0.1535954217887243,0.629,0.8977766969116828,0.6799999999999999,0.8080057227640947,5.0,1.0,6.0,2.6456611938224333
179,COMPLETE,"[8.0, 3.9778972156623507]",2025-09-04T22:34:10.461664,2025-09-04T22:42:12.203807,481.742143,0.03963322417286541,0.5121278912409327,0.067722154015908,50.0,passed,0.6288114785580314,0.418,0.04206833808602689,0.048,0.24948574768184734,0.5820000000000001,0.957931661913973,0.23999999999999988,0.6881428153976908,8.0,1.0,9.0,3.9778972156623507
180,COMPLETE,"[5.0, 4.033315960750273]",2025-09-04T22:42:12.214817,2025-09-04T22:50:13.876978,481.662161,0.02712001196199898,0.021209471145828475,0.04617849964842498,50.0,passed,0.7395240696815255,0.291,0.08114591914248395,0.108,0.1853578021314143,0.7090000000000001,0.9188540808575161,0.54,0.7683027473357321,5.0,1.0,6.0,4.033315960750273
181,COMPLETE,"[7.0, 5.557504725774237]",2025-09-04T22:50:13.888988,2025-09-04T22:58:15.638657,481.749669,0.04008210779230917,0.2964717076536738,0.034430780467640275,50.0,passed,0.6954682472876217,0.204,0.03723531731347047,0.056,0.31929169353604236,0.796,0.9627646826865295,0.2799999999999999,0.600885383079947,7.0,1.0,8.0,5.557504725774237
182,COMPLETE,"[4.0, 6.239527442488491]",2025-09-04T22:58:15.649666,2025-09-04T23:06:17.065471,481.415805,0.054491652422439966,0.11360045657727304,0.026000780829037982,50.0,passed,0.6579007481253709,0.24,0.03985056648511442,0.08,0.5125464410134013,0.76,0.9601494335148856,0.4,0.3593169487332484,4.0,4.0,8.0,6.239527442488491
183,COMPLETE,"[-5.0, -5.0]",2025-09-04T23:06:17.076482,2025-09-04T23:06:17.744078,0.667596,0.6788047598838651,0.16888521590617497,0.034430780467640275,50.0,penalized,0.286764308474144,0.756,0.1945427661034238,2.404,5.772282886244823,0.244,0.8054572338965762,0.0,0.0,,,,
184,COMPLETE,"[-5.0, -5.0]",2025-09-04T23:06:17.755088,2025-09-04T23:06:18.422685,0.667597,0.719634178259585,0.2575185373304756,0.00914848305656962,50.0,penalized,0.30575714161296735,0.677,0.22917143354813044,2.4,3.7050793994915687,0.32299999999999995,0.7708285664518696,0.0,0.0,,,,
185,COMPLETE,"[6.0, 3.5083277015695544]",2025-09-04T23:06:18.434695,2025-09-04T23:14:19.391004,480.956309,0.023682841312769033,0.16888521590617497,0.08257418738683382,50.0,passed,0.6087627956514201,0.437,0.011873407135048973,0.0,0.14127541025927043,0.563,0.9881265928649511,0.0,0.823405737175912,6.0,1.0,7.0,3.5083277015695544
186,COMPLETE,"[-5.0, -5.0]",2025-09-04T23:14:19.403014,2025-09-04T23:14:20.068609,0.665595,0.40749287216780394,0.5121278912409327,0.031561030615641236,50.0,penalized,0.28891256488025724,0.739,0.20974974047897105,2.396,5.369362152686216,0.261,0.790250259521029,0.0,0.0,,,,
187,COMPLETE,"[-5.0, -5.0]",2025-09-04T23:14:20.080619,2025-09-04T23:14:20.763229,0.68261,0.7950063682524545,0.4360797834697498,0.02964126272343285,50.0,penalized,0.2884750046675817,0.752,0.1932999813296733,2.384,6.001531318742686,0.248,0.8067000186703267,0.0,0.0,,,,
188,COMPLETE,"[5.0, 4.792600135393638]",2025-09-04T23:14:20.775240,2025-09-04T23:22:22.129728,481.354488,0.054491652422439966,0.535987854467548,0.017766519352954382,50.0,passed,0.6720922709850532,0.204,0.00952644613726878,0.12,0.6965044699225184,0.796,0.9904735538627312,0.5999999999999999,0.12936941259685208,5.0,4.0,9.0,4.792600135393638
189,COMPLETE,"[-5.0, -5.0]",2025-09-04T23:22:22.140738,2025-09-04T23:22:22.816342,0.675604,0.3667793781303001,0.1607424684984855,0.02964126272343285,50.0,penalized,0.30206674115416804,0.723,0.17953303538332785,1.244,4.608772425205731,0.277,0.8204669646166721,0.0,0.0,,,,
190,COMPLETE,"[7.0, 4.549590667117046]",2025-09-04T23:22:22.828352,2025-09-04T23:30:25.072833,482.244481,0.054491652422439966,0.5462355876635809,0.03148952991052294,50.0,passed,0.6777477879620782,0.223,0.024082592288630293,0.108,0.5847262558630564,0.777,0.9759174077113697,0.54,0.26909218017117953,7.0,3.0,10.0,4.549590667117046
191,COMPLETE,"[-5.0, -5.0]",2025-09-04T23:30:25.083843,2025-09-04T23:30:25.751439,0.667596,0.29704490259989696,0.16302505903919456,0.009620720414961058,50.0,penalized,0.3653616518992591,0.537,0.1867533924029634,1.54,2.784531792468164,0.46299999999999997,0.8132466075970366,0.0,0.0,,,,
192,COMPLETE,"[-5.0, -5.0]",2025-09-04T23:30:25.762449,2025-09-04T23:30:26.433554,0.671105,0.7483887593842578,0.28724160845680546,0.09280597684120843,50.0,penalized,0.26048999801043443,0.845,0.1750400079582624,2.108,12.502230303477841,0.15500000000000003,0.8249599920417376,0.0,0.0,,,,
193,COMPLETE,"[6.0, 2.507795181888916]",2025-09-04T23:30:26.444563,2025-09-04T23:38:28.488908,482.044345,0.023682841312769033,0.022361187153156225,0.09713015028641989,50.0,passed,0.6977960774795441,0.392,0.07639375200902997,0.092,0.15162193807279348,0.608,0.92360624799097,0.45999999999999996,0.8104725774090081,6.0,1.0,7.0,2.507795181888916
194,COMPLETE,"[5.0, 6.121600519365163]",2025-09-04T23:38:28.499917,2025-09-04T23:46:30.576636,482.076719,0.054491652422439966,0.07987285866308844,0.034430780467640275,50.0,passed,0.6355303222878375,0.282,0.04370735135821442,0.052,0.42737135949043525,0.718,0.9562926486417855,0.2599999999999999,0.46578580063695596,5.0,4.0,9.0,6.121600519365163
195,COMPLETE,"[10.0, 4.096251278263551]",2025-09-04T23:46:30.587646,2025-09-04T23:54:32.277251,481.689605,0.039355550798491824,0.15655485837628175,0.09730997554098589,50.0,passed,0.5807219319150584,0.512,0.025843167826715766,0.02,0.21446910451305054,0.488,0.9741568321732842,0.09999999999999998,0.7319136193586868,10.0,1.0,11.0,4.096251278263551
196,COMPLETE,"[12.0, 3.834370809790057]",2025-09-04T23:54:32.289261,2025-09-05T00:02:34.154851,481.86559,0.054491652422439966,0.364106074844174,0.0842725753143242,50.0,passed,0.5977246037873509,0.494,0.05244914618401943,0.064,0.32105243866657684,0.506,0.9475508538159806,0.31999999999999995,0.598684451666779,12.0,2.0,14.0,3.834370809790057
197,COMPLETE,"[-5.0, -5.0]",2025-09-05T00:02:34.168864,2025-09-05T00:02:34.863484,0.69462,0.20323167506520337,0.15655485837628175,0.034430780467640275,50.0,penalized,0.32706067151833357,0.673,0.14955731392666566,1.204,3.8522037120952377,0.32699999999999996,0.8504426860733343,0.0,0.0,,,,
198,COMPLETE,"[11.0, 5.22755844160656]",2025-09-05T00:02:34.874494,2025-09-05T00:10:36.841633,481.967139,0.054491652422439966,0.15655485837628175,0.06563883086775078,50.0,passed,0.6302647938245436,0.37,0.04556432278241583,0.06,0.35537650191940934,0.63,0.9544356772175842,0.29999999999999993,0.5557793726007383,11.0,3.0,14.0,5.22755844160656
199,COMPLETE,"[11.0, 4.961289083001147]",2025-09-05T00:10:36.852643,2025-09-05T00:18:38.400871,481.548228,0.054491652422439966,0.15655485837628175,0.07887946800609245,50.0,passed,0.5910910443321923,0.472,0.04466301572000977,0.048,0.32217280695122125,0.528,0.9553369842799903,0.23999999999999988,0.5972839913109735,11.0,3.0,14.0,4.961289083001147
200,COMPLETE,"[7.0, 5.557504725774237]",2025-09-05T00:18:38.412882,2025-09-05T00:26:40.077954,481.665072,0.04008210779230917,0.2964717076536738,0.034430780467640275,50.0,passed,0.6954682472876217,0.204,0.03723531731347047,0.056,0.31929169353604236,0.796,0.9627646826865295,0.2799999999999999,0.600885383079947,7.0,1.0,8.0,5.557504725774237
201,COMPLETE,"[8.0, 4.9499034687376655]",2025-09-05T00:26:40.087962,2025-09-05T00:34:41.348667,481.260705,0.03963322417286541,0.2575185373304756,0.067722154015908,50.0,passed,0.6226849117437779,0.418,0.03748359795809156,0.04,0.2465767550667972,0.5820000000000001,0.9625164020419085,0.20000000000000007,0.6917790561665036,8.0,1.0,9.0,4.9499034687376655
202,COMPLETE,"[4.0, 5.866594105289066]",2025-09-05T00:34:41.359677,2025-09-05T00:42:42.513931,481.154254,0.054491652422439966,0.2434634999466773,0.017766519352954382,50.0,passed,0.6701084184728772,0.202,0.018632967198764654,0.108,0.6501333589097268,0.798,0.9813670328012354,0.54,0.18733330136284154,4.0,4.0,8.0,5.866594105289066
203,COMPLETE,"[4.0, 6.120489243888738]",2025-09-05T00:42:42.525942,2025-09-05T00:50:44.068468,481.542526,0.054491652422439966,0.15655485837628175,0.017766519352954382,50.0,passed,0.665951771322768,0.218,0.028707224338115126,0.1,0.602285690370813,0.782,0.9712927756618849,0.5,0.2471428870364838,4.0,4.0,8.0,6.120489243888738
204,COMPLETE,"[-5.0, -5.0]",2025-09-05T00:50:44.080479,2025-09-05T00:50:44.764090,0.683611,0.20553601761249451,0.15655485837628175,0.03351999037080958,50.0,penalized,0.3281802153077995,0.669,0.15067913876880173,1.208,3.8330402657892257,0.33099999999999996,0.8493208612311982,0.0,0.0,,,,
205,COMPLETE,"[12.0, 3.147863335573904]",2025-09-05T00:50:44.775100,2025-09-05T00:58:47.162976,482.387876,0.054491652422439966,0.4324779222463329,0.09352737340361332,50.0,passed,0.585963589395271,0.527,0.053070062181447025,0.06,0.3052755802374689,0.473,0.946929937818553,0.29999999999999993,0.6184055247031639,12.0,2.0,14.0,3.147863335573904
206,COMPLETE,"[12.0, 2.9110100329600463]",2025-09-05T00:58:47.174987,2025-09-05T01:06:49.166895,481.991908,0.054491652422439966,0.5121278912409327,0.09280597684120843,50.0,passed,0.5869963366432341,0.522,0.054076399909815484,0.06,0.3071382535172478,0.478,0.9459236000901845,0.29999999999999993,0.6160771831034403,12.0,2.0,14.0,2.9110100329600463
207,COMPLETE,"[4.0, 5.478480960742735]",2025-09-05T01:06:49.177905,2025-09-05T01:14:51.342667,482.164762,0.03963322417286541,0.3691339599688972,0.02506899099069718,50.0,passed,0.7011873185463863,0.197,0.03565161231723611,0.064,0.3397991134972182,0.8029999999999999,0.9643483876827639,0.31999999999999995,0.5752511081284772,4.0,2.0,6.0,5.478480960742735
208,COMPLETE,"[12.0, 3.6242135584033313]",2025-09-05T01:14:51.352675,2025-09-05T01:22:53.326261,481.973586,0.054491652422439966,0.5428470505299062,0.07239054541100585,50.0,passed,0.6461337402557363,0.355,0.05314618899168107,0.072,0.35331884998537316,0.645,0.9468538110083189,0.36,0.5583514375182836,12.0,2.0,14.0,3.6242135584033313
209,COMPLETE,"[6.0, 3.620013880350911]",2025-09-05T01:22:53.338272,2025-09-05T01:30:55.319747,481.981475,0.023682841312769033,0.15655485837628175,0.07581199753672993,50.0,passed,0.6174094625528712,0.411,0.011414297619582774,0.0,0.14354785216893257,0.589,0.9885857023804172,0.0,0.8205651847888343,6.0,1.0,7.0,3.620013880350911
210,COMPLETE,"[-5.0, -5.0]",2025-09-05T01:30:55.330757,2025-09-05T01:30:56.016441,0.685684,0.5699254331322336,0.46043766765824673,0.034430780467640275,50.0,penalized,0.28613108315249397,0.756,0.1970756673900241,2.388,6.312371494936129,0.244,0.8029243326099759,0.0,0.0,,,,
211,COMPLETE,"[-5.0, -5.0]",2025-09-05T01:30:56.028452,2025-09-05T01:30:56.700052,0.6716,0.6264684124773803,0.35224707547239403,0.05612647361535459,50.0,penalized,0.2841219359275909,0.77,0.1855122562896364,2.392,8.071517203411782,0.22999999999999998,0.8144877437103636,0.0,0.0,,,,
212,COMPLETE,"[-5.0, -5.0]",2025-09-05T01:30:56.710061,2025-09-05T01:30:57.385665,0.675604,0.24334928574272113,0.15655485837628175,0.00914848305656962,50.0,penalized,0.3804678930069562,0.502,0.17532842797217507,1.548,2.5549833261437014,0.498,0.8246715720278249,0.0,0.0,,,,
213,COMPLETE,"[-5.0, -5.0]",2025-09-05T01:30:57.397675,2025-09-05T01:30:58.087291,0.689616,0.7628098783172984,0.4440534433162966,0.02531481450001637,50.0,penalized,0.28942968404884273,0.746,0.1978812638046291,2.384,5.379826346938261,0.254,0.8021187361953709,0.0,0.0,,,,
214,COMPLETE,"[-5.0, -5.0]",2025-09-05T01:30:58.097300,2025-09-05T01:30:58.765897,0.668597,0.6109297691057233,0.16888521590617497,0.05612647361535459,50.0,penalized,0.2869692148858375,0.765,0.18112314045665004,2.4,7.513763729846501,0.235,0.81887685954335,0.0,0.0,,,,
215,COMPLETE,"[-5.0, -5.0]",2025-09-05T01:30:58.776907,2025-09-05T01:30:59.464522,0.687615,0.4566099038362718,0.11360045657727304,0.0741507000405925,50.0,penalized,0.28363116637961644,0.79,0.15947533448153414,2.064,7.6206119055076735,0.20999999999999996,0.8405246655184658,0.0,0.0,,,,
216,COMPLETE,"[-5.0, -5.0]",2025-09-05T01:30:59.476532,2025-09-05T01:31:00.149133,0.672601,0.5933561954158736,0.4489555049785787,0.017766519352954382,50.0,penalized,0.2929561163393396,0.724,0.21457553464264165,2.388,4.610568023754499,0.276,0.7854244653573583,0.0,0.0,,,,
217,COMPLETE,"[-5.0, -5.0]",2025-09-05T01:31:00.159142,2025-09-05T01:31:00.843756,0.684614,0.44570880411088487,0.023803272667420092,0.008500852674705107,50.0,penalized,0.5877845461962583,0.451,0.057461815214966905,0.16,1.7983084385003676,0.5489999999999999,0.9425381847850332,0.7999999999999999,0.0,,,,
218,COMPLETE,"[-5.0, -5.0]",2025-09-05T01:31:00.855766,2025-09-05T01:31:01.540378,0.684612,0.7928585677765714,0.16011749954238944,0.014884133490903458,50.0,penalized,0.29893931155502174,0.713,0.2060427537799132,1.256,4.3718447396979885,0.28700000000000003,0.7939572462200868,0.0,0.0,,,,
219,COMPLETE,"[-5.0, -5.0]",2025-09-05T01:31:01.551388,2025-09-05T01:31:02.223989,0.672601,0.08398264693926301,0.40097561875921783,0.034430780467640275,50.0,penalized,0.4799295485849162,0.288,0.07708180566033514,1.148,2.052837962326389,0.712,0.9229181943396648,0.0,0.0,,,,
220,COMPLETE,"[-5.0, -5.0]",2025-09-05T01:31:02.234998,2025-09-05T01:31:02.906332,0.671334,0.6231823891553162,0.16888521590617497,0.09280597684120843,50.0,penalized,0.2622084013692376,0.843,0.17096639452304965,2.088,10.659421754724603,0.15700000000000003,0.8290336054769504,0.0,0.0,,,,
221,COMPLETE,"[-5.0, -5.0]",2025-09-05T01:31:02.917342,2025-09-05T01:31:03.612963,0.695621,0.42790026683456495,0.11360045657727304,0.010086501745349422,50.0,penalized,0.3504535738260568,0.589,0.17358570469577275,1.556,3.126820580051485,0.41100000000000003,0.8264142953042273,0.0,0.0,,,,
222,COMPLETE,"[11.0, 5.002369165260966]",2025-09-05T01:31:03.626975,2025-09-05T01:39:05.361656,481.734681,0.054491652422439966,0.16888521590617497,0.074426843336727,50.0,passed,0.5997368507386448,0.461,0.04606591579318382,0.056,0.33358668125223667,0.5389999999999999,0.9539340842068161,0.2799999999999999,0.5830166484347041,11.0,3.0,14.0,5.002369165260966
223,COMPLETE,"[8.0, 4.776374022733204]",2025-09-05T01:39:05.373666,2025-09-05T01:47:07.487172,482.113506,0.054491652422439966,0.47165768604080094,0.03148952991052294,50.0,passed,0.6783009074340267,0.224,0.024752786380266532,0.108,0.5804435838836264,0.776,0.9752472136197334,0.54,0.2744455201454671,8.0,3.0,11.0,4.776374022733204
224,COMPLETE,"[8.0, 5.816435509191158]",2025-09-05T01:47:07.498182,2025-09-05T01:55:09.529805,482.031623,0.054491652422439966,0.15655485837628175,0.03856934887256219,50.0,passed,0.6649315623015017,0.248,0.03949107956986364,0.08,0.4735826712241293,0.752,0.9605089204301364,0.4,0.4080216609698384,8.0,4.0,12.0,5.816435509191158
225,COMPLETE,"[6.0, 5.903726594020888]",2025-09-05T01:55:09.540814,2025-09-05T02:03:12.479160,482.938346,0.054491652422439966,0.15655485837628175,0.034430780467640275,50.0,passed,0.665655347102567,0.241,0.03749522604199405,0.084,0.49848338554773836,0.759,0.9625047739580059,0.42000000000000004,0.3768957680653271,6.0,4.0,10.0,5.903726594020888
226,COMPLETE,"[11.0, 4.226933268967219]",2025-09-05T02:03:12.491171,2025-09-05T02:11:15.215569,482.724398,0.054491652422439966,0.5041415874219404,0.05612647361535459,50.0,passed,0.6746056173304625,0.268,0.04656805085751305,0.084,0.41580947982063654,0.732,0.953431949142487,0.42000000000000004,0.48023815022420435,11.0,2.0,13.0,4.226933268967219
227,COMPLETE,"[5.0, 6.161217568077339]",2025-09-05T02:11:15.227580,2025-09-05T02:19:17.701091,482.473511,0.054491652422439966,0.1069671241422181,0.03148952991052294,50.0,passed,0.656021361245689,0.247,0.04184377324080592,0.072,0.47627078177643806,0.753,0.9581562267591941,0.36,0.40466152277945244,5.0,4.0,9.0,6.161217568077339
228,COMPLETE,"[-5.0, -5.0]",2025-09-05T02:19:17.713101,2025-09-05T02:19:18.392709,0.679608,0.5349452246404044,0.5042472803314063,0.06067447651188624,50.0,penalized,0.28321227238011626,0.776,0.1807509104795349,2.388,8.74718370396745,0.22399999999999998,0.8192490895204652,0.0,0.0,,,,
229,COMPLETE,"[4.0, 4.4259987868978214]",2025-09-05T02:19:18.403718,2025-09-05T02:27:20.784622,482.380904,0.02712001196199898,0.5231786370070981,0.029164164316651277,50.0,passed,0.6965087695971299,0.217,0.03077297619730967,0.032,0.20739194541417078,0.783,0.9692270238026903,0.16000000000000003,0.7407600682322866,4.0,1.0,5.0,4.4259987868978214
230,COMPLETE,"[12.0, 3.8436294120570613]",2025-09-05T02:27:20.794631,2025-09-05T02:35:23.100006,482.305375,0.054491652422439966,0.5121278912409327,0.067722154015908,50.0,passed,0.6664273928980129,0.299,0.05177214226676684,0.076,0.36791828614118166,0.7010000000000001,0.9482278577332331,0.38,0.5401021423235229,12.0,2.0,14.0,3.8436294120570613
231,COMPLETE,"[7.0, 5.557504725774237]",2025-09-05T02:35:23.112017,2025-09-05T02:43:25.294789,482.182772,0.04008210779230917,0.2964717076536738,0.034430780467640275,50.0,passed,0.6954682472876217,0.204,0.03723531731347047,0.056,0.31929169353604236,0.796,0.9627646826865295,0.2799999999999999,0.600885383079947,7.0,1.0,8.0,5.557504725774237
232,COMPLETE,"[13.0, 4.27612675332097]",2025-09-05T02:43:25.306800,2025-09-05T02:51:27.159079,481.852279,0.054491652422439966,0.3083846793047826,0.07887946800609245,50.0,passed,0.6009952300754675,0.478,0.051312774449431775,0.064,0.3315063052486986,0.522,0.9486872255505683,0.31999999999999995,0.5856171184391268,13.0,2.0,15.0,4.27612675332097
233,COMPLETE,"[-5.0, -5.0]",2025-09-05T02:51:27.170088,2025-09-05T02:51:27.834681,0.664593,0.34854078310102077,0.4853193202673291,0.049640729656140886,50.0,penalized,0.28566386518267595,0.757,0.19754453926929605,2.4,6.403568505266199,0.243,0.802455460730704,0.0,0.0,,,,
234,COMPLETE,"[12.0, 3.61640885198385]",2025-09-05T02:51:27.846693,2025-09-05T02:59:29.980674,482.133981,0.054491652422439966,0.4418926818878966,0.08365999726983946,50.0,passed,0.5971758457536465,0.493,0.053559447503305824,0.064,0.3235371694821082,0.507,0.9464405524966941,0.31999999999999995,0.5955785381473648,12.0,2.0,14.0,3.61640885198385
235,COMPLETE,"[-5.0, -5.0]",2025-09-05T02:59:29.991684,2025-09-05T02:59:30.664286,0.672602,0.05839036452507092,0.5121278912409327,0.011190830185713194,50.0,penalized,0.6713040481962879,0.189,0.01018380721484835,0.14,0.9004922400429903,0.8109999999999999,0.9898161927851516,0.7,0.0,,,,
236,COMPLETE,"[9.0, 5.5594087971480395]",2025-09-05T02:59:30.675295,2025-09-05T03:07:32.637249,481.961954,0.054491652422439966,0.15655485837628175,0.05126140954802584,50.0,passed,0.6611652006447426,0.268,0.04393053826154321,0.068,0.4082086591594859,0.732,0.9560694617384567,0.33999999999999997,0.48973917605064266,9.0,3.0,12.0,5.5594087971480395
237,COMPLETE,"[6.0, 5.719098399780349]",2025-09-05T03:07:32.648259,2025-09-05T03:15:34.788978,482.140719,0.039355550798491824,0.19287016441631555,0.034430780467640275,50.0,passed,0.6904733706648187,0.207,0.03524156718063352,0.048,0.3050649501600913,0.793,0.9647584328193665,0.23999999999999988,0.6186688122998859,6.0,1.0,7.0,5.719098399780349
