number,state,values,datetime_start,datetime_complete,duration,param_gamma,param_theta,param_m0,param_beta_prime,attr_GR,attr_KR,attr_morph_type
276,COMPLETE,"[183.0, 4.458899506760574]",2025-07-22T06:27:09.718102,2025-07-22T06:35:27.038156,497.320054,0.08182574199331923,0.17658734569519177,0.003288059581831037,20.0,4.0,187.0,uniform
277,COMPLETE,"[198.0, 1.260182207600622]",2025-07-22T06:35:27.048291,2025-07-22T06:43:44.334361,497.28607,0.16214539414734033,0.01,0.004785598439928109,50.0,1.0,199.0,uniform
278,COMPLETE,"[32.0, 0.3030585716472585]",2025-07-22T06:43:44.343186,2025-07-22T06:52:00.199048,495.855862,0.24986596970454195,0.06529473544630829,0.008,33.82518185185839,51.0,83.0,uniform
279,COMPLETE,"[98.0, 2.144127947391895]",2025-07-22T06:52:00.207390,2025-07-22T07:00:17.254106,497.046716,0.01,0.6,0.008,20.0,1.0,99.0,uniform
280,COMPLETE,"[177.0, 5.374742640525254]",2025-07-22T07:00:17.263986,2025-07-22T07:08:33.603272,496.339286,0.09737503590304286,0.07883177553412853,0.008,20.0,10.0,187.0,uniform
281,COMPLETE,"[197.0, 1.6116501664738632]",2025-07-22T07:08:33.612350,2025-07-22T07:16:51.050253,497.437903,0.20265404738351628,0.01,0.008,37.35468076489293,1.0,198.0,uniform
282,COMPLETE,"[171.0, 4.866559487584496]",2025-07-22T07:16:51.059166,2025-07-22T07:25:08.218846,497.15968,0.037815217540116866,0.2591258392952789,0.002117336752296495,44.76056994178478,5.0,176.0,uniform
283,COMPLETE,"[186.0, 4.140271156341784]",2025-07-22T07:25:08.226944,2025-07-22T07:33:25.255141,497.028197,0.07777348307857927,0.12302656415631079,0.002944210721184001,20.0,3.0,189.0,uniform
284,COMPLETE,"[181.0, 4.107056193164718]",2025-07-22T07:33:25.264505,2025-07-22T07:41:42.458970,497.194465,0.06651121888612968,0.11026582555849629,0.004134498949409371,20.0,2.0,183.0,uniform
285,COMPLETE,"[13.0, 1.093306448229747]",2025-07-22T07:41:42.468165,2025-07-22T07:50:00.524387,498.056222,0.5,0.3096063230925994,0.008,50.0,22.0,35.0,uniform
286,COMPLETE,"[162.0, 3.79828001355068]",2025-07-22T07:50:00.533556,2025-07-22T07:58:18.448438,497.914882,0.07473983193708693,0.14745687036062577,0.001,20.0,3.0,165.0,uniform
287,COMPLETE,"[197.0, 1.4245920940134713]",2025-07-22T07:58:18.456617,2025-07-22T08:06:35.670099,497.213482,0.18628739705599162,0.01,0.008,42.2722149405688,1.0,198.0,uniform
288,COMPLETE,"[184.0, 4.574852142982605]",2025-07-22T08:06:35.677974,2025-07-22T08:14:55.001473,499.323499,0.08170118209838796,0.10496929296696728,0.004399978309656254,20.0,4.0,188.0,uniform
289,COMPLETE,"[181.0, 4.668801865388305]",2025-07-22T08:14:55.010398,2025-07-22T08:23:13.108614,498.098216,0.07503819039862447,0.10837854497528994,0.0037174194389728733,22.480217367072015,4.0,185.0,uniform
290,COMPLETE,"[185.0, 4.436155428800991]",2025-07-22T08:23:13.117844,2025-07-22T08:31:30.658693,497.540849,0.07672589882347998,0.12598771258413158,0.004115165773040123,20.0,3.0,188.0,uniform
291,COMPLETE,"[190.0, 1.7186664527131186]",2025-07-22T08:31:30.667860,2025-07-22T08:39:46.643298,495.975438,0.17761742148284315,0.01,0.008,35.5208155578636,7.0,197.0,uniform
292,COMPLETE,"[102.0, 4.541730255841447]",2025-07-22T08:39:46.651891,2025-07-22T08:48:05.588183,498.936292,0.12755037535934197,0.36764932178564047,0.001,20.0,91.0,193.0,uniform
293,COMPLETE,"[90.0, 0.0]",2025-07-22T08:48:05.597396,2025-07-22T08:56:22.872844,497.275448,0.3080449485519809,0.6,0.001,20.0,35.0,125.0,uniform
294,COMPLETE,"[195.0, 0.8871919378458918]",2025-07-22T08:56:22.882022,2025-07-22T09:04:38.933236,496.051214,0.38469268095197834,0.01,0.008,20.0,3.0,198.0,uniform
295,COMPLETE,"[160.0, 4.2989699158997094]",2025-07-22T09:04:38.942314,2025-07-22T09:13:10.586264,511.64395,0.045668480378421805,0.5302287867285381,0.003112977304276131,37.119469614206295,8.0,168.0,uniform
296,COMPLETE,"[179.0, 4.7092592357154075]",2025-07-22T09:13:10.594632,2025-07-22T09:21:34.999983,504.405351,0.09062112167306748,0.11761867678328501,0.0037546115976430125,20.0,7.0,186.0,uniform
297,COMPLETE,"[197.0, 1.269682607189838]",2025-07-22T09:21:35.008342,2025-07-22T09:29:55.802084,500.793742,0.22386093211258043,0.01,0.008,35.28095153226634,1.0,198.0,uniform
298,COMPLETE,"[5.0, 0.0]",2025-07-22T09:29:55.810365,2025-07-22T09:38:13.154964,497.344599,0.42065092224407963,0.37635848519120063,0.001,50.0,27.0,32.0,uniform
299,COMPLETE,"[165.0, 5.4572731795335905]",2025-07-22T09:38:13.164225,2025-07-22T09:46:30.214467,497.050242,0.10570462778386586,0.10216890464604732,0.008,20.0,20.0,185.0,uniform
300,COMPLETE,"[123.0, 2.9398474620212056]",2025-07-22T09:46:30.223593,2025-07-22T09:54:48.011937,497.788344,0.013831581155107806,0.3770264384494277,0.008,36.555418947099724,1.0,124.0,uniform
301,COMPLETE,"[199.0, 0.9622720381338468]",2025-07-22T09:54:48.020647,2025-07-22T10:03:05.817086,497.796439,0.30875997778192577,0.01,0.006361142672445655,27.504443591131125,1.0,200.0,uniform
302,COMPLETE,"[195.0, 1.6842363204662734]",2025-07-22T10:03:05.825093,2025-07-22T10:11:24.051460,498.226367,0.17228356360594266,0.01,0.008,40.652627177724874,2.0,197.0,uniform
303,COMPLETE,"[198.0, 1.144826370878195]",2025-07-22T10:11:24.060450,2025-07-22T10:19:40.613719,496.553269,0.317505061140264,0.01,0.007031723276990135,26.90889988964758,1.0,199.0,uniform
304,COMPLETE,"[9.0, 0.32100455334095584]",2025-07-22T10:19:40.622769,2025-07-22T10:27:58.962905,498.340136,0.33765637469439214,0.37913432246368317,0.001,50.0,19.0,28.0,uniform
305,COMPLETE,"[171.0, 4.854724615604139]",2025-07-22T10:27:58.970997,2025-07-22T10:36:17.979962,499.008965,0.047692183885361325,0.2240320434141977,0.003386354143593754,35.9464528773253,7.0,178.0,uniform
306,COMPLETE,"[199.0, 0.774823876062793]",2025-07-22T10:36:17.988069,2025-07-22T10:44:36.548517,498.560448,0.4493742697380384,0.01,0.008,20.0,1.0,200.0,uniform
307,COMPLETE,"[198.0, 0.7639531535432547]",2025-07-22T10:44:36.557198,2025-07-22T10:52:53.099279,496.542081,0.46580336696773517,0.01,0.008,20.0,1.0,199.0,uniform
308,COMPLETE,"[198.0, 0.5144073641539161]",2025-07-22T10:52:53.107352,2025-07-22T11:01:10.774056,497.666704,0.5,0.01,0.008,20.0,1.0,199.0,uniform
309,COMPLETE,"[197.0, 0.9390524184718776]",2025-07-22T11:01:10.782445,2025-07-22T11:09:28.018604,497.236159,0.2947803819731934,0.01,0.008,29.133022491757,1.0,198.0,uniform
310,COMPLETE,"[162.0, 3.4124366352657516]",2025-07-22T11:09:28.027816,2025-07-22T11:17:59.263622,511.235806,0.048517035346076175,0.46704148246014643,0.008,20.0,2.0,164.0,uniform
311,COMPLETE,"[198.0, 0.8696271589187428]",2025-07-22T11:17:59.273625,2025-07-22T11:26:22.121036,502.847411,0.4280198107082246,0.01,0.008,20.0,1.0,199.0,uniform
312,COMPLETE,"[198.0, 0.9354381639508027]",2025-07-22T11:26:22.130810,2025-07-22T11:34:50.292056,508.161246,0.3016128642799738,0.01,0.006777557313287656,29.493670231196884,1.0,199.0,uniform
313,COMPLETE,"[87.0, 0.8671130953995825]",2025-07-22T11:34:50.301232,2025-07-22T11:43:19.589145,509.287913,0.5,0.01,0.008,26.30786419132903,1.0,88.0,uniform
314,COMPLETE,"[198.0, 0.6987904396341811]",2025-07-22T11:43:19.598939,2025-07-22T11:51:51.124723,511.525784,0.4851816307507752,0.01,0.008,20.0,1.0,199.0,uniform
315,COMPLETE,"[175.0, 3.82872576708297]",2025-07-22T11:51:51.133745,2025-07-22T12:00:21.838052,510.704307,0.08349822725731713,0.5293131623806098,0.002513315321765277,20.0,8.0,183.0,uniform
316,COMPLETE,"[199.0, 0.9263483927408929]",2025-07-22T12:00:21.847105,2025-07-22T12:08:43.913989,502.066884,0.30989598330323603,0.01,0.007085213353164384,27.713646033403066,1.0,200.0,uniform
317,COMPLETE,"[184.0, 4.311086792206498]",2025-07-22T12:08:43.923124,2025-07-22T12:17:03.054547,499.131423,0.07721396274184596,0.12466084384013323,0.003920994579165761,20.0,4.0,188.0,uniform
318,COMPLETE,"[39.0, 5.420662167752428]",2025-07-22T12:17:03.063641,2025-07-22T12:25:23.931569,500.867928,0.09622075342779421,0.4315903019520325,0.008,28.576267866111017,128.0,167.0,uniform
319,COMPLETE,"[22.0, 0.0]",2025-07-22T12:25:23.939926,2025-07-22T12:33:44.402006,500.46208,0.4089800427844206,0.01,0.001,50.0,2.0,24.0,uniform
320,COMPLETE,"[148.0, 5.77112084712437]",2025-07-22T12:33:44.411614,2025-07-22T12:42:06.839684,502.42807,0.05060455319155356,0.13960378908088789,0.008,40.97545267237923,17.0,165.0,uniform
321,COMPLETE,"[198.0, 0.8210052205793463]",2025-07-22T12:42:06.847673,2025-07-22T12:50:28.130684,501.283011,0.43884190188016475,0.01,0.008,20.0,1.0,199.0,uniform
322,COMPLETE,"[167.0, 4.709291293440543]",2025-07-22T12:50:28.140771,2025-07-22T12:58:48.361606,500.220835,0.061223935733590765,0.1886249163699117,0.001,33.59274339573181,16.0,183.0,uniform
323,COMPLETE,"[175.0, 3.947737004624527]",2025-07-22T12:58:48.371950,2025-07-22T13:07:09.529462,501.157512,0.06444569016949492,0.34719550034046154,0.0050626464149445645,20.0,3.0,178.0,uniform
324,COMPLETE,"[179.0, 4.886857595480412]",2025-07-22T13:07:09.538136,2025-07-22T13:15:44.303738,514.765602,0.08701307211502735,0.07960875972477986,0.006624967699520802,20.0,7.0,186.0,uniform
325,COMPLETE,"[198.0, 0.8242820772394607]",2025-07-22T13:15:44.312810,2025-07-22T13:24:08.434668,504.121858,0.4559184096227662,0.01,0.008,20.0,1.0,199.0,uniform
326,COMPLETE,"[166.0, 5.5442137942978835]",2025-07-22T13:24:08.443167,2025-07-22T13:32:33.931521,505.488354,0.07187768090200536,0.10419727159331738,0.007687260941696356,28.21081994351713,14.0,180.0,uniform
327,COMPLETE,"[28.0, 0.0]",2025-07-22T13:32:33.940185,2025-07-22T13:41:00.665286,506.725101,0.42487215879787427,0.3820763435336136,0.008,20.0,40.0,68.0,uniform
328,COMPLETE,"[198.0, 0.8575965440050688]",2025-07-22T13:41:00.674003,2025-07-22T13:49:29.418148,508.744145,0.31283589493923386,0.01,0.006870484841844499,27.9235018817592,1.0,199.0,uniform
329,COMPLETE,"[168.0, 4.903156341675697]",2025-07-22T13:49:29.426886,2025-07-22T13:57:53.748099,504.321213,0.0729246825856738,0.21008594507792655,0.0026886871735425782,27.608460495533862,18.0,186.0,uniform
330,COMPLETE,"[1.0, 1.5962624405713433]",2025-07-22T13:57:53.756986,2025-07-22T14:06:18.461751,504.704765,0.17723912948432896,0.24082245565654858,0.001,20.0,177.0,178.0,uniform
331,COMPLETE,"[174.0, 4.306487552959737]",2025-07-22T14:06:18.470426,2025-07-22T14:14:50.089989,511.619563,0.05451390269856565,0.28607065817219063,0.004958957282391042,25.525808566940245,2.0,176.0,uniform
332,COMPLETE,"[165.0, 4.106699414268608]",2025-07-22T14:14:50.099212,2025-07-22T14:23:16.414828,506.315616,0.05424453291732236,0.4195238674516616,0.00631810608746972,25.345889268115542,3.0,168.0,uniform
333,COMPLETE,"[72.0, 5.492437117234158]",2025-07-22T14:23:16.424205,2025-07-22T14:31:42.970846,506.546641,0.1262816916219407,0.28590608127715894,0.008,20.0,108.0,180.0,uniform
334,COMPLETE,"[197.0, 1.1588953969624791]",2025-07-22T14:31:42.980009,2025-07-22T14:40:03.790699,500.81069,0.1619698734830755,0.01,0.0039056637922149024,50.0,1.0,198.0,uniform
335,COMPLETE,"[173.0, 4.574312573401784]",2025-07-22T14:40:03.799150,2025-07-22T14:48:35.068679,511.269529,0.04277123765701581,0.08780699228946284,0.008,31.914547616383526,2.0,175.0,uniform
336,RUNNING,,2025-07-22T14:48:35.077460,,,0.30586657967744035,0.01,0.007209299786857768,27.84379219084456,,,
