number,CQ,MC,gamma,theta,m0,h,beta_prime,Nvirt
372,39.0,5.1711120909208255,0.06707779187420466,0.09581885346062773,0.005262932484605039,0.42628751044724766,25.466476287211744,388
373,2.0,5.534403245706667,0.05432498733423014,0.19738950869501504,0.004503957254295709,0.4760733349243991,39.177358089441995,77
374,67.0,2.5875642329510087,0.012748062481586112,0.5002000711050099,0.002955841011151792,0.47879371262673226,24.2354389689629,267
375,13.0,5.73812754678025,0.14870205821257423,0.14899385780949956,0.004503957254295709,0.3083415752586432,22.653172999102573,248
376,59.0,4.410030462504964,0.053785947817175044,0.5883604670826516,0.005914112567613271,0.47846159320563336,29.37178125760345,267
377,36.0,5.515977248169708,0.059187361163126076,0.3275013607464429,0.005914112567613271,0.3149825948989308,43.59266276223231,168
379,80.0,5.440903454156719,0.069274461903986,0.34142235979698393,0.005288612874870094,0.4607867044725622,35.13826524755751,267
380,54.0,5.633349330333818,0.05374627913590356,0.08429763106162932,0.005884523604555656,0.4331340339328041,37.58409019257157,388
382,66.0,5.862681305208051,0.10215927508239338,0.15643139658483834,0.005884523604555656,0.4331340339328041,25.75833575464257,388
383,9.0,4.6989898638452585,0.05374627913590356,0.08429763106162932,0.0012883637570508667,0.4020356216520404,32.968321629230836,387
384,77.0,5.499593593532322,0.069274461903986,0.3875693695463503,0.005884523604555656,0.41269244471616534,37.58409019257157,267
385,56.0,2.0415085359197884,0.09351799178026932,0.23240849885369988,0.0035615365966875086,0.3083415752586432,45.50633412511019,283
387,4.0,4.333854292368219,0.07956254844284566,0.07804381458212725,0.005288612874870094,0.44056324197168206,46.2856750667309,179
388,73.0,5.544964135903119,0.0657200835865795,0.2741079299398312,0.004503957254295709,0.46273292554254775,34.298146994547146,267
389,5.0,5.2620972321472035,0.0657200835865795,0.33123005228495284,0.004249781967221172,0.43803902936307104,38.909085472461896,32
390,45.0,5.174820961571718,0.059187361163126076,0.42813683286791304,0.0058111708095673256,0.48664176756044203,41.7965657362074,233
391,62.0,6.097884258078679,0.06707779187420466,0.08429763106162932,0.005884523604555656,0.4331340339328041,41.7965657362074,388
392,97.0,0.7197704333267545,0.07956254844284566,0.3820095353079351,0.005326243382744775,0.49729109545651956,45.50633412511019,267
393,35.0,5.910692037226327,0.10215927508239338,0.15643139658483834,0.0058111708095673256,0.4431531552026543,27.383975244192847,248
394,90.0,3.1625481895197947,0.015600089552382755,0.44002758957555616,0.0031019699567173984,0.3438491851897433,46.6994379533585,344
396,36.0,4.5393238612872375,0.02964312761619531,0.08429763106162932,0.004876008624721988,0.4331340339328041,35.236053213103645,315
397,59.0,3.1600966921602702,0.069274461903986,0.44002758957555616,0.005263302416213085,0.4837945426144974,40.66463236801917,315
398,17.0,2.8715309932651207,0.012748062481586112,0.0571877425152333,0.002955841011151792,0.42151213485124533,24.2354389689629,380
399,38.0,5.33937797834388,0.05374627913590356,0.3875693695463503,0.005263302416213085,0.4837945426144974,45.54284233747276,248
