number,state,values,datetime_start,datetime_complete,duration,param_gamma,param_theta,param_m0,param_beta_prime,param_n_instances,param_beta_range_delta,param_weight_0,param_weight_1,attr_CQ,attr_GR,attr_KR,attr_MC,attr_morph_type,attr_weights
30,COMPLETE,[0.5191106138513291],2025-09-20T05:58:52.989234,2025-09-20T06:07:21.197402,508.208168,0.047079548648471546,0.2,0.054307877445293126,50.0,2,2.2074298661024696,0.9963677483641998,0.655540229340008,42.0,7.0,49.0,5.260083952280785,random,"[0.6031617752394016, 0.3968382247605984]"
31,COMPLETE,[0.3807425919457165],2025-09-20T06:07:21.212417,2025-09-20T06:15:48.991038,507.778621,0.051800047486494534,0.2,0.040337300933450546,50.0,2,2.562037627881007,0.5124290533962343,0.1895422122627961,44.0,12.0,56.0,5.341117863806724,random,"[0.7299857963775077, 0.27001420362249234]"
32,COMPLETE,[0.32748431546263407],2025-09-20T06:15:49.006052,2025-09-20T06:24:15.602931,506.596879,0.050155131899834435,0.2,0.04182835687890753,50.0,2,0.04625778011639903,0.3176551341378843,0.841811362948819,50.0,12.0,62.0,5.721959267214046,random,"[0.273966634599646, 0.726033365400354]"
33,COMPLETE,[0.17484264603806046],2025-09-20T06:24:15.618578,2025-09-20T06:32:42.439141,506.820563,0.047398789285634055,0.2,0.030670418671792727,50.0,2,1.1691872934025103,0.39636578641482334,0.629802214083641,30.0,9.0,39.0,5.845735733285941,random,"[0.3862581821127607, 0.6137418178872394]"
34,COMPLETE,[0.4297559602335629],2025-09-20T06:32:42.455070,2025-09-20T06:41:10.233094,507.778024,0.048826966116998535,0.2,0.05120607048119552,50.0,2,1.5496326816442672,0.01883063876413614,0.9122294911092396,60.0,10.0,70.0,5.601440199333618,random,"[0.020224943760288727, 0.9797750562397113]"
35,COMPLETE,[0.3396224844082323],2025-09-20T06:41:10.249089,2025-09-20T06:49:37.760060,507.510971,0.04968911542938632,0.2,0.05271497880678136,50.0,2,1.3034706899518382,0.6208233443992025,0.25728466577713144,47.0,7.0,54.0,5.35334022299349,random,"[0.7070011174075661, 0.29299888259243395]"
36,COMPLETE,[0.1786444625281067],2025-09-20T06:49:37.776323,2025-09-20T06:58:04.767433,506.99111,0.05021353052546526,0.2,0.031762775553333504,50.0,2,0.21510504862417534,0.7091019496801126,0.8630811307457755,30.0,11.0,41.0,5.884703597412269,random,"[0.45103013669885333, 0.5489698633011467]"
37,COMPLETE,[0.37748978991966997],2025-09-20T06:58:04.782692,2025-09-20T07:06:32.774083,507.991391,0.05017383821938222,0.2,0.04190506232583672,50.0,2,2.773151254387267,0.45936434348495253,0.40645275180669616,38.0,10.0,48.0,5.3162056817638055,random,"[0.5305558714224933, 0.4694441285775068]"
38,COMPLETE,[0.2558942557066993],2025-09-20T07:06:32.789587,2025-09-20T07:15:02.306257,509.51667,0.04642547721847132,0.2,0.04441565445103669,50.0,2,0.0637588944891685,0.7996100573294775,0.7702898155083704,49.0,8.0,57.0,5.676188195410202,random,"[0.5093382521804101, 0.4906617478195899]"
39,COMPLETE,[0.28460317713987926],2025-09-20T07:15:02.321610,2025-09-20T07:23:28.930908,506.609298,0.04742711144028071,0.2,0.05021082381118601,50.0,2,1.4877079882667295,0.037734022630847665,0.460301998982596,54.0,9.0,63.0,5.640081240070251,random,"[0.0757656494576518, 0.9242343505423481]"
40,COMPLETE,[0.2872554534961725],2025-09-20T07:23:28.947043,2025-09-20T07:31:57.579241,508.632198,0.0491197632191217,0.2,0.03730749565579566,50.0,2,0.9358064026651569,0.047284239918265566,0.565065131748941,49.0,12.0,61.0,5.7817292645988,random,"[0.07721774873309273, 0.9227822512669073]"
41,COMPLETE,[0.36060122350179813],2025-09-20T07:31:57.593954,2025-09-20T07:40:24.915742,507.321788,0.05156643197606367,0.2,0.048478813631030765,50.0,2,0.9151715985835728,0.654395701508143,0.04652591854803743,60.0,12.0,72.0,5.477772868870651,random,"[0.9336217956234417, 0.06637820437655821]"
42,COMPLETE,[0.20161306463302744],2025-09-20T07:40:24.930748,2025-09-20T07:48:52.838748,507.908,0.05148928884533536,0.2,0.031467525783008904,50.0,2,0.6632511043577578,0.8795088813908463,0.168017929445675,40.0,15.0,55.0,5.7688353087764925,random,"[0.8396051273270025, 0.16039487267299754]"
43,COMPLETE,[0.24607385250528813],2025-09-20T07:48:52.853331,2025-09-20T07:57:21.796199,508.942868,0.050343313936977704,0.2,0.05375395014279054,50.0,2,0.4684776845239823,0.8874849287910548,0.6130390684590503,44.0,9.0,53.0,5.482267993339554,random,"[0.5914500070758483, 0.4085499929241518]"
44,COMPLETE,[0.47293233227522413],2025-09-20T07:57:21.810211,2025-09-20T08:05:49.246353,507.436142,0.04514771144587931,0.2,0.05459086457184681,50.0,2,2.5923900777982647,0.2074774749708333,0.05235675392452322,53.0,6.0,59.0,5.159219647138492,random,"[0.7984993965302049, 0.20150060346979515]"
45,COMPLETE,[0.23143259955125592],2025-09-20T08:05:49.261761,2025-09-20T08:14:17.372133,508.110372,0.051474185389385745,0.2,0.05363782427491146,50.0,2,0.30944838608601644,0.16125807478963303,0.8295081786996908,51.0,12.0,63.0,5.469531354860477,random,"[0.1627609683128662, 0.8372390316871338]"
46,COMPLETE,[0.16992279421302217],2025-09-20T08:14:17.386947,2025-09-20T08:22:45.687915,508.300968,0.05246705334006205,0.2,0.036904177110576884,50.0,2,0.8192964134751176,0.19100338797038288,0.7658032996789823,40.0,15.0,55.0,5.70935568517115,random,"[0.19962589145319465, 0.8003741085468054]"
47,COMPLETE,[0.261860583107758],2025-09-20T08:22:45.702734,2025-09-20T08:31:13.701446,507.998712,0.050937688300265724,0.2,0.04758986386560383,50.0,2,1.3293870328682886,0.3559045914153808,0.4988277289402274,36.0,11.0,47.0,5.41831191086529,random,"[0.4163930425227257, 0.5836069574772743]"
48,COMPLETE,[0.18544425923893393],2025-09-20T08:31:13.716458,2025-09-20T08:39:42.302206,508.585748,0.05008638707219272,0.2,0.04590632242638476,50.0,2,1.4053624083972514,0.31744620622800385,0.942792163898763,40.0,11.0,51.0,5.550279242262717,random,"[0.25189377958399417, 0.7481062204160058]"
49,COMPLETE,[0.19908023388080123],2025-09-20T08:39:42.317673,2025-09-20T08:48:09.566165,507.248492,0.05031150176722447,0.2,0.038374610072250404,50.0,2,2.3159590749487027,0.7548526423165538,0.6328738224652014,33.0,11.0,44.0,5.57533765684034,random,"[0.5439491581903844, 0.4560508418096157]"
50,COMPLETE,[0.21435704058477298],2025-09-20T08:48:09.581115,2025-09-20T08:56:36.734378,507.153263,0.05297545746136055,0.2,0.03750045423859015,50.0,2,1.4764166142987494,0.2810025844174797,0.3189070679775518,33.0,13.0,46.0,5.485939805514444,random,"[0.4684081732901402, 0.5315918267098597]"
51,COMPLETE,[0.1557162838681239],2025-09-20T08:56:36.749454,2025-09-20T09:05:03.750950,507.001496,0.04681964203170835,0.2,0.03941630580004273,50.0,2,1.5992444845310219,0.6146238694710806,0.37688662059835215,36.0,7.0,43.0,5.617496755168799,random,"[0.6198864012301476, 0.3801135987698525]"
52,COMPLETE,[0.1498138237065322],2025-09-20T09:05:03.765964,2025-09-20T09:13:30.664650,506.898686,0.05063922970805658,0.2,0.03876947658522422,50.0,2,0.3405177692796375,0.5433848796868317,0.15390674529085902,40.0,12.0,52.0,5.724486428157624,random,"[0.779279228693184, 0.22072077130681605]"
53,COMPLETE,[0.189088906545155],2025-09-20T09:13:30.679135,2025-09-20T09:21:56.819236,506.140101,0.05219106074285888,0.2,0.03655296101180992,50.0,2,2.895678939229416,0.41680004218161204,0.9807595165946594,30.0,15.0,45.0,5.626866014338296,random,"[0.2982341894227175, 0.7017658105772825]"
54,COMPLETE,[0.16561607488330013],2025-09-20T09:21:56.834219,2025-09-20T09:30:23.763315,506.929096,0.04794699112606467,0.2,0.03696848910643423,50.0,2,1.108638713666482,0.150235824961415,0.7113517932875092,41.0,11.0,52.0,5.7858550048483774,random,"[0.17437091919537062, 0.8256290808046294]"
55,COMPLETE,[0.18150300978168624],2025-09-20T09:30:23.779329,2025-09-20T09:38:51.334563,507.555234,0.045016852588895505,0.2,0.03985193054734312,50.0,2,1.9164936700059307,0.9464957747730903,0.30051010773549963,44.0,5.0,49.0,5.534471670519837,random,"[0.7590146831296688, 0.24098531687033128]"
56,COMPLETE,[0.23945927353684604],2025-09-20T09:38:51.349543,2025-09-20T09:47:19.592759,508.243216,0.0491410111635969,0.2,0.05490481192391704,50.0,2,1.5163295679548052,0.1330576457286523,0.23349938518676414,41.0,9.0,50.0,5.311082298608806,random,"[0.36299302565923375, 0.6370069743407661]"
57,COMPLETE,[0.1906876193095958],2025-09-20T09:47:19.608768,2025-09-20T09:55:47.451026,507.842258,0.047628621065359616,0.2,0.03394767156206315,50.0,2,0.4674607725460783,0.5850194245761955,0.4459917102154779,29.0,10.0,39.0,5.924806276089347,random,"[0.5674229936366351, 0.4325770063633651]"
58,COMPLETE,[0.14699574997991108],2025-09-20T09:55:47.466214,2025-09-20T10:04:14.933148,507.466934,0.04535310743530697,0.2,0.04084520923058772,50.0,2,2.371250722626597,0.37595534461438695,0.4177472761805047,34.0,6.0,40.0,5.550792851951973,random,"[0.47367280233731424, 0.5263271976626859]"
59,COMPLETE,[0.13424143977504613],2025-09-20T10:04:14.948657,2025-09-20T10:12:42.033078,507.084421,0.05077041602620037,0.2,0.04872238349413387,50.0,2,0.265411945429473,0.9924152784117549,0.8601576202890208,41.0,10.0,51.0,5.599462718677975,random,"[0.5356956690383109, 0.46430433096168916]"
60,COMPLETE,[0.17420755924859158],2025-09-20T10:12:42.050093,2025-09-20T10:21:09.498882,507.448789,0.048678010675425966,0.2,0.054500933943957795,50.0,2,2.894248520459295,0.267533490591209,0.6993424507816222,42.0,9.0,51.0,5.405410532586824,random,"[0.27669888053202374, 0.7233011194679763]"
61,COMPLETE,[0.25373825960917834],2025-09-20T10:21:09.513679,2025-09-20T10:29:38.655944,509.142265,0.05003379158928807,0.2,0.03387643500985869,50.0,2,0.02234817105084641,0.8874657434337581,0.37610888755034627,51.0,13.0,64.0,5.80698398799059,random,"[0.7023453317850937, 0.2976546682149063]"
62,COMPLETE,[0.1366338860533455],2025-09-20T10:29:38.670462,2025-09-20T10:38:06.888440,508.217978,0.048239657565754386,0.2,0.05138176712312102,50.0,2,0.680743678730202,0.7017557573989663,0.5491578357875955,41.0,8.0,49.0,5.522338945787167,random,"[0.5609945892516224, 0.43900541074837757]"
63,COMPLETE,[0.1162919096446308],2025-09-20T10:38:06.903453,2025-09-20T10:46:35.158120,508.254667,0.05010034258060909,0.2,0.04449007131478834,50.0,2,1.6327105242503204,0.22207279399573907,0.6662827737400179,40.0,11.0,51.0,5.57561049904521,random,"[0.24998187894714138, 0.7500181210528586]"
64,COMPLETE,[0.13873915274495416],2025-09-20T10:46:35.173133,2025-09-20T10:55:05.111173,509.93804,0.052604379680901564,0.2,0.04467997375545392,50.0,2,0.9330325386562163,0.8060399851985233,0.6973219239554646,38.0,12.0,50.0,5.4736876491653605,random,"[0.536158313105139, 0.46384168689486105]"
65,COMPLETE,[0.35750913242731225],2025-09-20T10:55:05.126932,2025-09-20T11:03:33.119347,507.992415,0.046816993662423444,0.2,0.04891210401538254,50.0,2,2.7674264169965883,0.6075537982699978,0.10934638018047545,56.0,7.0,63.0,5.233315352564857,random,"[0.8474733533797975, 0.1525266466202025]"
66,COMPLETE,[0.1697925405566527],2025-09-20T11:03:33.133597,2025-09-20T11:12:01.029957,507.89636,0.04615028057595967,0.2,0.05190856673150303,50.0,2,1.433574338025271,0.6255029145539659,0.8148776476886326,38.0,6.0,44.0,5.37314894397784,random,"[0.43426225745513397, 0.5657377425448661]"
67,COMPLETE,[0.10966545387770092],2025-09-20T11:12:01.045199,2025-09-20T11:20:27.674797,506.629598,0.05185583164501949,0.2,0.04282967850590913,50.0,2,0.7321190274516626,0.3633504704212257,0.17658916732658916,38.0,12.0,50.0,5.5949772101738695,random,"[0.6729464647878525, 0.3270535352121476]"
68,COMPLETE,[0.11204975633965551],2025-09-20T11:20:27.690791,2025-09-20T11:28:54.688890,506.998099,0.05261356978877316,0.2,0.038790251650464624,50.0,2,1.1048912236587511,0.12396156958475874,0.26244507448207827,36.0,13.0,49.0,5.594887205650673,random,"[0.32080599929673315, 0.6791940007032669]"
69,COMPLETE,[0.17306165234172177],2025-09-20T11:28:54.703786,2025-09-20T11:37:22.152714,507.448928,0.045479489830619856,0.2,0.05219979928532941,50.0,2,1.7087033568205787,0.12143067553207981,0.09349363827919058,39.0,5.0,44.0,5.325277528468835,random,"[0.5649927333894418, 0.4350072666105582]"
70,COMPLETE,[0.11354592992281234],2025-09-20T11:37:22.168729,2025-09-20T11:45:50.425735,508.257006,0.05299427354026689,0.2,0.047977623140741,50.0,2,0.23636016523996606,0.9495566001231353,0.6389387098831769,41.0,12.0,53.0,5.499822647980125,random,"[0.5977711071236099, 0.40222889287639]"
71,COMPLETE,[0.12262655012793199],2025-09-20T11:45:50.440748,2025-09-20T11:54:18.256316,507.815568,0.04675209225221814,0.2,0.03906955134832085,50.0,2,1.1378530473117545,0.2965909306211857,0.3985891243842713,33.0,8.0,41.0,5.623715279383655,random,"[0.42663901026167605, 0.573360989738324]"
72,COMPLETE,[0.10310781759906738],2025-09-20T11:54:18.270808,2025-09-20T12:02:48.678470,510.407662,0.05158006132338003,0.2,0.03691675924358039,50.0,2,2.1650815878234524,0.385182656162026,0.26059773596928737,35.0,12.0,47.0,5.557943543893209,random,"[0.5964607486622212, 0.4035392513377787]"
73,COMPLETE,[0.15880365005128116],2025-09-20T12:02:48.693331,2025-09-20T12:11:16.768301,508.07497,0.04727160886089795,0.2,0.03586059523040111,50.0,2,0.8805098543111077,0.5775710547227891,0.630998041609335,29.0,9.0,38.0,5.70195156687086,random,"[0.4778965939768396, 0.5221034060231603]"
74,COMPLETE,[0.5329298392493086],2025-09-20T12:11:16.784314,2025-09-20T12:19:44.870420,508.086106,0.04562687518096082,0.2,0.052925217567149185,50.0,2,2.476487328677141,0.5544052083484735,0.016339395216614358,67.0,5.0,72.0,5.178260119790431,random,"[0.9713717920159871, 0.028628207984012957]"
75,COMPLETE,[0.24792622202254846],2025-09-20T12:19:44.885758,2025-09-20T12:28:11.712252,506.826494,0.048995945160659485,0.2,0.04156755751938281,50.0,2,2.64350956156226,0.048343071884306116,0.7980734073456204,50.0,12.0,62.0,5.855935134951212,random,"[0.05711499370651297, 0.942885006293487]"
76,COMPLETE,[0.22605965801268957],2025-09-20T12:28:11.727720,2025-09-20T12:36:38.759648,507.031928,0.049911552629302275,0.2,0.04969198193881725,50.0,2,1.91955903946279,0.4027415804178761,0.10903952133304891,52.0,8.0,60.0,5.316585201456683,random,"[0.7869410946203391, 0.21305890537966082]"
77,COMPLETE,[0.10371343962446625],2025-09-20T12:36:38.774661,2025-09-20T12:45:05.904170,507.129509,0.04713831336051857,0.2,0.0334732154718226,50.0,2,1.4209260965587251,0.29749387029345453,0.7240717889528812,32.0,9.0,41.0,5.802392427753606,random,"[0.29121365582407294, 0.7087863441759272]"
78,COMPLETE,[0.09196901308561449],2025-09-20T12:45:05.919183,2025-09-20T12:53:33.446486,507.527303,0.047501304694546005,0.2,0.03936070160768293,50.0,2,1.315901136493429,0.33196134061124977,0.26954916988911126,35.0,7.0,42.0,5.544755402710607,random,"[0.5518795346320894, 0.44812046536791056]"
79,COMPLETE,[0.10411759934115934],2025-09-20T12:53:33.461457,2025-09-20T13:02:01.296858,507.835401,0.04565038216106329,0.2,0.032609312265129246,50.0,2,1.7943637485557908,0.4594637733991791,0.9881485054142735,32.0,7.0,39.0,5.877524872085873,random,"[0.31739422228152303, 0.6826057777184769]"
80,COMPLETE,[0.15406446063257814],2025-09-20T13:02:01.311751,2025-09-20T13:10:28.717180,507.405429,0.045695842134984864,0.2,0.04839635033277449,50.0,2,2.1478718630306286,0.3258043594001677,0.3889807789560564,35.0,6.0,41.0,5.395879403171198,random,"[0.45580740549448595, 0.544192594505514]"
81,COMPLETE,[0.13680944733274805],2025-09-20T13:10:28.733194,2025-09-20T13:18:55.099258,506.366064,0.052672483041795254,0.2,0.04818038803041254,50.0,2,1.3687215784428934,0.4193895522208509,0.6079387887145853,38.0,12.0,50.0,5.349205175720547,random,"[0.4082332157204724, 0.5917667842795277]"
82,COMPLETE,[0.12294966324066088],2025-09-20T13:18:55.114155,2025-09-20T13:27:23.792927,508.678772,0.04966991278170346,0.2,0.04126976872903813,50.0,2,0.17124362566372897,0.7023689980566513,0.6396151056298219,35.0,12.0,47.0,5.723306909638152,random,"[0.5233810118370413, 0.4766189881629587]"
83,COMPLETE,[0.19253888361656504],2025-09-20T13:27:23.808544,2025-09-20T13:35:50.646691,506.838147,0.05297942940064872,0.2,0.04000742072067225,50.0,2,2.9189729863188076,0.5475187049617262,0.49359742697828485,36.0,13.0,49.0,5.2789505263484315,random,"[0.5258958997604641, 0.47410410023953586]"
84,COMPLETE,[0.286502710136303],2025-09-20T13:35:50.662085,2025-09-20T13:44:18.690369,508.028284,0.049629378902214916,0.2,0.04956737822702297,50.0,2,2.146156293277784,0.32083040801876633,0.04591919000154533,59.0,8.0,67.0,5.30017223727571,random,"[0.8747941640579462, 0.12520583594205384]"
85,COMPLETE,[0.08459883930883219],2025-09-20T13:44:18.705356,2025-09-20T13:52:47.139184,508.433828,0.04748619897812745,0.2,0.03581308449902513,50.0,2,1.5489912366754548,0.20524483564987292,0.08632860170863665,38.0,8.0,46.0,5.611414948151311,random,"[0.7039215832185367, 0.2960784167814632]"
86,COMPLETE,[0.10586670123449458],2025-09-20T13:52:47.153739,2025-09-20T14:01:15.070314,507.916575,0.04686841429394499,0.2,0.05189656992822402,50.0,2,0.7873151505420545,0.11740625994772821,0.29366603525918006,43.0,7.0,50.0,5.522803447689317,random,"[0.2856097609026004, 0.7143902390973997]"
87,COMPLETE,[0.2360720477262715],2025-09-20T14:01:15.086328,2025-09-20T14:09:42.198430,507.112102,0.048643214825751235,0.2,0.05235571686873767,50.0,2,2.3984032605759515,0.9831475002497619,0.9622041145811837,41.0,8.0,49.0,5.189623721304155,random,"[0.5053829306509194, 0.49461706934908056]"
88,COMPLETE,[0.14727043656458771],2025-09-20T14:09:42.213135,2025-09-20T14:18:11.431401,509.218266,0.05245129136031005,0.2,0.042804856080584826,50.0,2,2.0887638487227695,0.986727792416847,0.30654930045806034,45.0,13.0,58.0,5.388087242372464,random,"[0.7629670376542335, 0.23703296234576654]"
