number,state,values,datetime_start,datetime_complete,duration,param_gamma,param_theta,param_m0,param_beta_prime,param_n_instances,param_beta_range_delta,param_weight_0,param_weight_1,param_weight_2,param_weight_3,param_weight_4,param_weight_5,param_weight_6,attr_GR,attr_KR,attr_morph_type,attr_weights
145,COMPLETE,"[38.0, 5.537465274575878]",2025-07-24T21:13:47.116541,2025-07-24T21:23:04.093249,556.976708,0.056716619998746054,0.3613406046623693,0.005052871634496039,50.0,3,0.0,0.01,0.01,0.01,,,,,115.0,153.0,random,"[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
146,COMPLETE,"[5.0, 0.8778303031656451]",2025-07-24T21:23:04.104258,2025-07-24T21:32:20.032058,555.9278,0.3611927377987911,0.01,0.008,50.0,3,4.0,1.0,0.01,0.40382875361386383,,,,,1.0,6.0,random,"[0.707299237933814, 0.00707299237933814, 0.28562776968684783]"
147,COMPLETE,"[154.0, 3.7835287547059506]",2025-07-24T21:32:20.044069,2025-07-24T21:42:00.551179,580.50711,0.03550550210651696,0.33948674501991166,0.001,39.49778516383476,4,0.0,0.01,0.01,0.01,0.4821556626748795,,,,2.0,156.0,random,"[0.019525313744989437, 0.019525313744989437, 0.019525313744989437, 0.9414240587650317]"
148,COMPLETE,"[197.0, 0.9003920545474818]",2025-07-24T21:42:00.563190,2025-07-24T21:51:16.741366,556.178176,0.4717945749031322,0.01,0.008,20.0,3,4.0,0.5467015153071543,0.01,0.01,,,,,1.0,198.0,random,"[0.9647080527230284, 0.017645973638485798, 0.017645973638485798]"
149,COMPLETE,"[198.0, 0.769358925310779]",2025-07-24T21:51:16.753376,2025-07-24T22:00:32.689318,555.935942,0.4499262809944784,0.01,0.008,20.0,3,0.0,0.9879855657502737,0.01,1.0,,,,,1.0,199.0,random,"[0.49449084251981085, 0.00500504116317019, 0.500504116317019]"
150,COMPLETE,"[156.0, 4.53156007605362]",2025-07-24T22:00:32.701329,2025-07-24T22:09:49.117567,556.416238,0.03406090040092344,0.3058137308525979,0.001,50.0,3,0.0,0.01,0.01,1.0,,,,,5.0,161.0,random,"[0.00980392156862745, 0.00980392156862745, 0.9803921568627451]"
151,COMPLETE,"[157.0, 4.244789352204095]",2025-07-24T22:09:49.129578,2025-07-24T22:19:03.932749,554.803171,0.03227418315514077,0.2897317416614056,0.001,50.0,3,0.0,0.01,0.01,0.01,,,,,5.0,162.0,random,"[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
152,COMPLETE,"[115.0, 5.991390847385708]",2025-07-24T22:19:03.942759,2025-07-24T22:29:10.091945,606.149186,0.04677134383036641,0.1659616614892901,0.008,50.0,5,0.0,0.01,0.01,0.8069254969208577,0.030864382115034526,0.7895739512432808,,,42.0,157.0,random,"[0.006070304456244699, 0.006070304456244699, 0.489828343981615, 0.018735619629213326, 0.4792954274766822]"
153,COMPLETE,"[198.0, 1.1639077195424445]",2025-07-24T22:29:10.104957,2025-07-24T22:38:26.660800,556.555843,0.41824655764068847,0.01,0.008,20.0,3,4.0,0.297824888391071,0.01,0.01,,,,,1.0,199.0,random,"[0.9370722661109195, 0.0314638669445402, 0.0314638669445402]"
154,COMPLETE,"[197.0, 1.2633247053490722]",2025-07-24T22:38:26.670809,2025-07-24T22:47:42.332477,555.661668,0.44528147254904427,0.01,0.008,20.0,3,4.0,0.9757224312810144,0.01,0.01,,,,,1.0,198.0,random,"[0.9799140811016283, 0.010042959449185878, 0.010042959449185878]"
155,COMPLETE,"[158.0, 4.553374000374962]",2025-07-24T22:47:42.344486,2025-07-24T22:57:22.474100,580.129614,0.03596074574873225,0.338294844507676,0.001,50.0,4,0.0,0.01,1.0,0.01,0.7043344048253756,,,,9.0,167.0,random,"[0.005799339137475893, 0.5799339137475893, 0.005799339137475893, 0.408467407977459]"
156,COMPLETE,"[128.0, 6.130374239385895]",2025-07-24T22:57:22.484109,2025-07-24T23:07:27.891728,605.407619,0.04608425139717281,0.1304985335025051,0.008,50.0,5,0.0,0.01,0.6359638672168079,0.2538018326995616,0.9015448668617126,0.06544534857027956,,,32.0,160.0,random,"[0.005356886734779071, 0.3406786404092516, 0.13595876708508983, 0.48294737380996716, 0.0350583319609123]"
157,COMPLETE,"[170.0, 3.3095011705420174]",2025-07-24T23:07:27.903739,2025-07-24T23:18:33.247468,665.343729,0.07157797754833527,0.45213744388224986,0.001,20.0,7,0.0,0.01,0.01,0.01,0.39423378015620536,0.6077996535077677,0.43281760679451525,0.5851867186438664,4.0,174.0,random,"[0.0048779589329996905, 0.0048779589329996905, 0.0048779589329996905, 0.1923056189603198, 0.2964821749302332, 0.21112665114228532, 0.28545167816816247]"
158,COMPLETE,"[170.0, 3.3650037840224494]",2025-07-24T23:18:33.257477,2025-07-24T23:27:51.684407,558.42693,0.0787436502743287,0.5015212786745623,0.001,20.0,3,0.0,0.01,0.01,0.01,,,,,7.0,177.0,random,"[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
159,COMPLETE,"[177.0, 3.490129486694956]",2025-07-24T23:27:51.696416,2025-07-24T23:38:59.456556,667.76014,0.08975138818827506,0.5847542348439526,0.001,20.0,7,0.0,0.01,0.01,0.01,0.3923852140177506,0.38152154879151,0.053195102334811194,0.3824715409879596,9.0,186.0,random,"[0.008067291497648397, 0.008067291497648397, 0.008067291497648397, 0.3165485900848346, 0.30778455467353966, 0.04291403967821587, 0.3085509410704647]"
160,COMPLETE,"[134.0, 4.064702260875385]",2025-07-24T23:38:59.469568,2025-07-24T23:48:16.125471,556.655903,0.1108942270182273,0.6,0.001,20.0,3,4.0,0.01,0.01,0.01,,,,,50.0,184.0,random,"[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
161,COMPLETE,"[173.0, 3.849179216163111]",2025-07-24T23:48:16.136481,2025-07-24T23:59:19.624920,663.488439,0.08191502283748045,0.5358221896445611,0.001,20.0,7,4.0,0.01,1.0,0.01,0.4477640381740071,0.11230282355772872,0.1629674596096234,0.5378215143250684,8.0,181.0,random,"[0.004384319185643826, 0.43843191856438263, 0.004384319185643826, 0.1963140463207654, 0.04923714239261235, 0.07145013598021072, 0.23579811837074133]"
162,COMPLETE,"[162.0, 5.143974354600761]",2025-07-24T23:59:19.637931,2025-07-25T00:10:24.862271,665.22434,0.08767441537148062,0.6,0.006100205133937878,20.0,7,4.0,0.01,0.01,0.01,0.7649807123858561,0.9746002413301283,0.14717974088473113,0.360973003308432,12.0,174.0,random,"[0.004390328864686654, 0.004390328864686654, 0.004390328864686654, 0.3358516902516183, 0.4278815571042241, 0.06461674647033375, 0.15847901957976399]"
163,COMPLETE,"[175.0, 3.973657568782009]",2025-07-25T00:10:24.875283,2025-07-25T00:21:30.914889,666.039606,0.07533213369186906,0.6,0.0015943021493833639,20.0,7,4.0,0.01,0.01,0.01,0.8392980848158469,0.6752564285432952,0.9710446719737624,0.3204346047686765,6.0,181.0,random,"[0.003526051077001385, 0.003526051077001385, 0.003526051077001385, 0.29594079158901165, 0.23809886571171948, 0.3423953111429542, 0.1129868783253105]"
164,COMPLETE,"[169.0, 3.846903791055855]",2025-07-25T00:21:30.925899,2025-07-25T00:32:41.041284,670.115385,0.07919913287822294,0.6,0.003533113914800191,20.0,7,0.0,0.01,1.0,0.01,0.27203773326754216,0.8999919259066178,0.6245922173152861,0.010743608550469458,9.0,178.0,random,"[0.0035368614538558055, 0.3536861453855805, 0.0035368614538558055, 0.09621597727882769, 0.31831467515205664, 0.2209096137800764, 0.003799865495747107]"
165,COMPLETE,"[166.0, 4.392312611902291]",2025-07-25T00:32:41.052294,2025-07-25T00:43:47.111562,666.059268,0.08404343586288211,0.5561274650625504,0.002638318385735177,20.0,7,3.940637229626615,0.9999999999999999,0.01,0.01,0.17110396746540585,0.8651783411964609,0.4930728903652762,0.17980931150473234,9.0,175.0,random,"[0.3664125032188383, 0.0036641250321883838, 0.0036641250321883838, 0.06269463302967403, 0.3170121617285174, 0.18066807202808868, 0.06588437993050485]"
166,COMPLETE,"[167.0, 4.511450419486627]",2025-07-25T00:43:47.124574,2025-07-25T00:53:03.514088,556.389514,0.07581339165196326,0.6,0.008,20.0,3,4.0,0.01,1.0,0.01,,,,,5.0,172.0,random,"[0.00980392156862745, 0.9803921568627451, 0.00980392156862745]"
167,COMPLETE,"[154.0, 3.978682838685806]",2025-07-25T00:53:03.525098,2025-07-25T01:02:21.212330,557.687232,0.07871552140833964,0.6,0.004559569199836395,20.0,3,4.0,0.01,0.01,0.01,,,,,5.0,159.0,random,"[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
168,COMPLETE,"[107.0, 5.2844545797163285]",2025-07-25T01:02:21.224341,2025-07-25T01:13:25.690371,664.46603,0.10895765711804967,0.6,0.008,20.0,7,4.0,0.01,1.0,0.01,0.8798146252611969,0.15099728548459915,0.12454520143063148,0.4977997820318866,54.0,161.0,random,"[0.0037408952769162522, 0.37408952769162523, 0.0037408952769162522, 0.3291294376201454, 0.05648650320965119, 0.04659105557944326, 0.18622168534530242]"
169,COMPLETE,"[151.0, 4.485520445051394]",2025-07-25T01:13:25.703382,2025-07-25T01:24:34.932145,669.228763,0.06809537520559454,0.6,0.008,20.0,7,4.0,0.01,0.01,0.01,0.12864153480396287,0.6011168131046265,0.41329379330518035,0.5066383144215073,2.0,153.0,random,"[0.005953477896150748, 0.005953477896150748, 0.005953477896150748, 0.07658645339823, 0.3578735659822974, 0.2460535463058687, 0.30162600062515166]"
170,COMPLETE,"[168.0, 3.580538611986853]",2025-07-25T01:24:34.945156,2025-07-25T01:35:42.625063,667.679907,0.08417723059060836,0.5570180266583161,0.001,20.0,7,4.0,0.01,0.01,0.9999999999999999,0.023004361216442885,0.39506319184723365,0.35532189578223095,0.7278168493851229,9.0,177.0,random,"[0.003966355314523989, 0.003966355314523989, 0.3966355314523988, 0.009124347036806778, 0.15669609905560852, 0.14093328897025906, 0.2886780228558788]"
171,COMPLETE,"[148.0, 4.037813416657498]",2025-07-25T01:35:42.638073,2025-07-25T01:46:47.999550,665.361477,0.07677383594568597,0.5524920746585296,0.001,27.542505449107896,7,0.6458093814174628,0.01,0.01,0.01,0.38985384133156675,0.5603242227630909,0.7485722832699457,0.7989609251258114,33.0,181.0,random,"[0.003956148041444445, 0.003956148041444445, 0.003956148041444445, 0.1542319510833471, 0.2216725576458083, 0.2961462772337992, 0.31608076991271206]"
172,COMPLETE,"[112.0, 6.179159583780611]",2025-07-25T01:46:48.011561,2025-07-25T01:56:28.175657,580.164096,0.046886994154448774,0.15711326296672565,0.008,50.0,4,1.3170683708525455,0.01,0.6148998361051499,0.01,0.5357716372660308,,,,31.0,143.0,random,"[0.00854210615656587, 0.5252539675665144, 0.00854210615656587, 0.4576618201203538]"
173,COMPLETE,"[169.0, 4.697534727602787]",2025-07-25T01:56:28.186666,2025-07-25T02:05:43.963374,555.776708,0.07622713882435778,0.4932729345486226,0.008,20.0,3,4.0,0.01,1.0,0.01,,,,,5.0,174.0,random,"[0.00980392156862745, 0.9803921568627451, 0.00980392156862745]"
174,COMPLETE,"[163.0, 4.285601978764683]",2025-07-25T02:05:43.974383,2025-07-25T02:16:48.877438,664.903055,0.0775555675250122,0.5208598745059891,0.005499831154613962,20.0,7,4.0,0.01,1.0,0.01,0.07061000522944204,0.36446663321112466,0.5091384287542237,0.09494318301304892,6.0,169.0,random,"[0.004856353317667867, 0.4856353317667867, 0.004856353317667867, 0.03429071331565463, 0.17699787433740827, 0.24725560976327787, 0.04610776418153676]"
175,COMPLETE,"[165.0, 4.4402207565631375]",2025-07-25T02:16:48.889448,2025-07-25T02:26:05.429394,556.539946,0.08212360750158237,0.5328358854196357,0.008,20.0,3,0.0,0.01,0.01,0.01,,,,,6.0,171.0,random,"[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
176,COMPLETE,"[167.0, 3.703792126540339]",2025-07-25T02:26:05.440404,2025-07-25T02:37:11.479044,666.03864,0.09338970951851762,0.45335012589281504,0.001,20.0,7,4.0,0.01,0.01,0.01,0.24747793395504492,0.09459366343621921,0.9289370840145172,0.7986854379220513,14.0,181.0,random,"[0.004762598469914877, 0.004762598469914877, 0.004762598469914877, 0.1178638029591992, 0.045051163674498046, 0.44241543349747275, 0.3803818044590855]"
177,COMPLETE,"[172.0, 4.05259114643307]",2025-07-25T02:37:11.490054,2025-07-25T02:48:16.029264,664.53921,0.08221035869165712,0.5411498185988323,0.001,20.0,7,3.1350832818368253,0.01,0.01,0.01,0.6997180549127527,0.32104527607032257,0.34016157736092006,0.13747441263577734,10.0,182.0,random,"[0.0065427927523479595, 0.0065427927523479595, 0.0065427927523479595, 0.457811021837017, 0.21005327054484563, 0.22256067029842774, 0.08994665906266566]"
178,COMPLETE,"[171.0, 3.729838347365599]",2025-07-25T02:48:16.041275,2025-07-25T02:57:32.303952,556.262677,0.08190898659964979,0.40872022546693165,0.001,20.0,3,0.0,0.01,1.0,0.01,,,,,9.0,180.0,random,"[0.00980392156862745, 0.9803921568627451, 0.00980392156862745]"
179,COMPLETE,"[175.0, 4.113129303959533]",2025-07-25T02:57:32.314962,2025-07-25T03:08:37.583097,665.268135,0.0869775351799961,0.6,0.001,20.0,7,4.0,0.01,0.5745037533145512,0.01,0.5879535615663611,0.7463771008214987,0.7871579225107598,0.7026712870318074,9.0,184.0,random,"[0.0029251196070170286, 0.16804921931252678, 0.0029251196070170286, 0.17198344909532565, 0.21832422918414912, 0.2302531072955014, 0.205539755898463]"
180,COMPLETE,"[145.0, 4.570736376565948]",2025-07-25T03:08:37.595108,2025-07-25T03:17:53.915406,556.320298,0.09165137107238949,0.4081078631514223,0.008,20.0,3,4.0,0.01,0.01,0.01,,,,,12.0,157.0,random,"[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
181,COMPLETE,"[171.0, 3.6657068197185074]",2025-07-25T03:17:53.927416,2025-07-25T03:28:27.790974,633.863558,0.08633931463858575,0.46379748085784794,0.001,20.0,6,0.0,1.0,1.0,0.01,0.8382454900654139,0.8247240273118477,0.7106419593527303,,10.0,181.0,random,"[0.22812240667504644, 0.22812240667504644, 0.002281224066750464, 0.19122257857822594, 0.18813802995311543, 0.16211335405181537]"
182,COMPLETE,"[170.0, 3.556924085062211]",2025-07-25T03:28:27.801984,2025-07-25T03:37:46.020792,558.218808,0.07576447289555048,0.4404684381599731,0.001,20.0,3,4.0,1.0,0.9999999999999999,0.01,,,,,7.0,177.0,random,"[0.49751243781094534, 0.4975124378109453, 0.0049751243781094535]"
183,COMPLETE,"[172.0, 3.403261450790037]",2025-07-25T03:37:46.031801,2025-07-25T03:48:48.949629,662.917828,0.08110171320934806,0.6,0.001,20.0,7,0.8316438556484256,0.01,0.01,0.01,0.606458265455908,0.18055698022403602,0.5868858739681406,0.188201660613907,7.0,179.0,random,"[0.006281001530789633, 0.006281001530789633, 0.006281001530789633, 0.3809165293688584, 0.11340786691819238, 0.3686231072792703, 0.11820949184131009]"
184,COMPLETE,"[174.0, 4.3445727718842715]",2025-07-25T03:48:48.961640,2025-07-25T03:58:03.789353,554.827713,0.08108554457479714,0.4659355517090451,0.004542960000701352,20.0,3,0.0,0.01,1.0,0.01,,,,,6.0,180.0,random,"[0.00980392156862745, 0.9803921568627451, 0.00980392156862745]"
185,COMPLETE,"[167.0, 4.048687722402304]",2025-07-25T03:58:03.800363,2025-07-25T04:07:18.310948,554.510585,0.06877061359970663,0.4512577274380838,0.008,20.0,3,0.0,0.01,1.0,0.01,,,,,3.0,170.0,random,"[0.00980392156862745, 0.9803921568627451, 0.00980392156862745]"
186,COMPLETE,"[165.0, 4.1369334836049]",2025-07-25T04:07:18.322958,2025-07-25T04:18:20.909101,662.586143,0.09316799901930034,0.5125886582623045,0.0029432826211210385,20.0,7,0.0,0.01,0.01,0.01,0.15308757166473624,0.478508750863081,0.16525195079832186,0.26859303337574486,18.0,183.0,random,"[0.009128741027766833, 0.009128741027766833, 0.009128741027766833, 0.13974967962970733, 0.4368182466149266, 0.1508542263171147, 0.24519162435495087]"
187,COMPLETE,"[162.0, 4.51723569326693]",2025-07-25T04:18:20.921112,2025-07-25T04:27:36.807017,555.885905,0.08266060527970605,0.5039666773554105,0.008,20.0,3,0.0,1.0,1.0,0.01,,,,,8.0,170.0,random,"[0.49751243781094534, 0.49751243781094534, 0.0049751243781094535]"
188,COMPLETE,"[197.0, 0.8838825960301]",2025-07-25T04:27:36.817026,2025-07-25T04:36:51.856829,555.039803,0.48206257924331664,0.01,0.008,20.0,3,3.011830404511944,1.0,1.0,1.0,,,,,1.0,198.0,random,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]"
189,COMPLETE,"[177.0, 3.715837010865075]",2025-07-25T04:36:51.868840,2025-07-25T04:46:05.991842,554.123002,0.07092786399489531,0.4593065713985679,0.002602599938817911,20.0,3,0.0,0.01,1.0,0.01,,,,,3.0,180.0,random,"[0.00980392156862745, 0.9803921568627451, 0.00980392156862745]"
190,COMPLETE,"[166.0, 4.324848700469786]",2025-07-25T04:46:06.003852,2025-07-25T04:57:14.976615,668.972763,0.08644660232877412,0.6,0.0026510622038928428,20.0,7,4.0,0.01,0.01,0.01,0.29911002745391674,0.053482614905532654,0.27947366338429713,0.19129236659354867,11.0,177.0,random,"[0.011718402032067752, 0.011718402032067752, 0.011718402032067752, 0.35050915535278193, 0.0626730783189291, 0.3274984744911967, 0.22416408574088903]"
191,COMPLETE,"[163.0, 3.684472422166009]",2025-07-25T04:57:14.987625,2025-07-25T05:08:18.637033,663.649408,0.09730149635747991,0.6,0.001,20.0,7,0.0,1.0,1.0,0.01,0.5245196971977081,0.938062658378307,0.7011483301076371,0.15062013012261088,24.0,187.0,random,"[0.23124858333528908, 0.23124858333528908, 0.002312485833352891, 0.12129443690842479, 0.21692566082971876, 0.1621395580452947, 0.03483069171263067]"
192,COMPLETE,"[171.0, 4.045162633834767]",2025-07-25T05:08:18.647042,2025-07-25T05:17:35.620477,556.973435,0.07139704666679078,0.5130396055570534,0.00580302088952139,20.0,3,0.0,0.01,1.0,0.01,,,,,3.0,174.0,random,"[0.00980392156862745, 0.9803921568627451, 0.00980392156862745]"
193,COMPLETE,"[107.0, 5.989022319472143]",2025-07-25T05:17:35.632488,2025-07-25T05:28:09.946421,634.313933,0.04786311633478899,0.19473115517745926,0.006820837211645936,50.0,6,0.9217322439572568,0.01,0.7924763440589807,0.01,0.1121668930762514,0.8439000996910677,0.07528707621176732,,36.0,143.0,random,"[0.005423492274174536, 0.4297989329469963, 0.005423492274174536, 0.060833627801721066, 0.4576885670849626, 0.04083188761797095]"
194,COMPLETE,"[164.0, 3.5054096346423838]",2025-07-25T05:28:09.958431,2025-07-25T05:39:14.713969,664.755538,0.07312268057575814,0.6,0.001,20.0,7,4.0,0.01,1.0,0.01,0.17319003875040254,0.30740301253633145,0.6959007042450885,0.7874656603895874,7.0,171.0,random,"[0.0033512520132289144, 0.3351252013228914, 0.0033512520132289144, 0.05804034660334802, 0.1030184964635014, 0.23321386361087723, 0.2638995879729241]"
195,COMPLETE,"[178.0, 4.389123350668822]",2025-07-25T05:39:14.724979,2025-07-25T05:48:30.401347,555.676368,0.0703819630849055,0.4235274133530061,0.004470526985209458,20.0,3,4.0,0.01,1.0,0.01,,,,,4.0,182.0,random,"[0.00980392156862745, 0.9803921568627451, 0.00980392156862745]"
196,COMPLETE,"[161.0, 4.202947192401099]",2025-07-25T05:48:30.412356,2025-07-25T05:57:45.226835,554.814479,0.06987090525990704,0.4350334208005117,0.004427490178968575,20.0,3,4.0,0.01,0.01,0.01,,,,,3.0,164.0,random,"[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
197,COMPLETE,"[177.0, 4.07956610173565]",2025-07-25T05:57:45.237845,2025-07-25T06:08:49.925049,664.687204,0.0730909295080134,0.38301111245859715,0.0025930866948989974,20.0,7,4.0,0.01,1.0,0.01,0.025266271724725863,0.9936737836064058,0.1352875301602069,0.06613930741517411,5.0,182.0,random,"[0.004463554622085413, 0.44635546220854133, 0.004463554622085413, 0.01127773839397661, 0.4435317209661473, 0.06038632805571112, 0.029521641131452843]"
198,COMPLETE,"[176.0, 4.130019431827658]",2025-07-25T06:08:49.936059,2025-07-25T06:19:20.968720,631.032661,0.0744812035374042,0.42416041865624204,0.0013974549028603308,20.0,6,4.0,0.01,1.0,0.01,0.7401933248541737,0.5316039276441867,0.5139889502790905,,7.0,183.0,random,"[0.0035640634308134345, 0.35640634308134345, 0.0035640634308134345, 0.26380959608449694, 0.1894670118193437, 0.18318892215318913]"
199,COMPLETE,"[178.0, 4.411414105555134]",2025-07-25T06:19:20.978729,2025-07-25T06:28:39.108616,558.129887,0.0682836088572062,0.3292030576640817,0.0053691063481830165,20.0,3,4.0,0.01,0.9999999999999999,0.01,,,,,3.0,181.0,random,"[0.009803921568627453, 0.9803921568627452, 0.009803921568627453]"
